work_id,name,role,instrument
6276*,"Alessi, Joseph",A,Trombone
6276*,"Baer, Alan",A,Tuba
6276*,United States Military Academy Band,S,Band
6276*,"Messenger, MaryKay",A,Vocalist
6276*,"Cole, Alexis",A,Vocalist
6276*,"Ellis, Kenny",A,Special Guest
6278*,New York Philharmonic Principal Brass Quintet,S,Brass Quintet
6278*,"Smith, Philip",A,Trumpet
6278*,"Bensdorf, Ethan",A,Trumpet
6278*,"Myers, Philip",A,French Horn
6278*,"Alessi, Joseph",A,Trombone
6278*,"Baer, Alan",A,Tuba
6278*,United States Military Academy Band,S,Band
6278*,"Messenger, MaryKay",A,Vocalist
6278*,"Cole, Alexis",A,Vocalist
6278*,"Ellis, Kenny",A,Special Guest
7854*,New York Philharmonic Principal Brass Quintet,S,Brass Quintet
7854*,"Smith, Philip",A,Trumpet
7854*,"Bensdorf, Ethan",A,Trumpet
7854*,"Myers, Philip",A,French Horn
7854*,"Alessi, Joseph",A,Trombone
7854*,"Baer, Alan",A,Tuba
7854*,United States Military Academy Band,S,Band
7854*,"Messenger, MaryKay",A,Vocalist
7854*,"Cole, Alexis",A,Vocalist
7854*,"Ellis, Kenny",A,Special Guest
6282*,New York Philharmonic Principal Brass Quintet,S,Brass Quintet
6282*,"Smith, Philip",A,Trumpet
6282*,"Bensdorf, Ethan",A,Trumpet
6282*,"Myers, Philip",A,French Horn
6282*,"Alessi, Joseph",A,Trombone
6282*,"Baer, Alan",A,Tuba
6282*,United States Military Academy Band,S,Band
6282*,"Messenger, MaryKay",A,Vocalist
6282*,"Cole, Alexis",A,Vocalist
6282*,"Ellis, Kenny",A,Special Guest
6285*,New York Philharmonic Principal Brass Quintet,S,Brass Quintet
6285*,"Smith, Philip",A,Trumpet
6285*,"Bensdorf, Ethan",A,Trumpet
6285*,"Myers, Philip",A,French Horn
6285*,"Alessi, Joseph",A,Trombone
6285*,"Baer, Alan",A,Tuba
6285*,United States Military Academy Band,S,Band
6285*,"Messenger, MaryKay",A,Vocalist
6285*,"Cole, Alexis",A,Vocalist
6285*,"Ellis, Kenny",A,Special Guest
6289*,New York Philharmonic Principal Brass Quintet,S,Brass Quintet
6289*,"Smith, Philip",A,Trumpet
6289*,"Bensdorf, Ethan",A,Trumpet
6289*,"Myers, Philip",A,French Horn
6289*,"Alessi, Joseph",A,Trombone
6289*,"Baer, Alan",A,Tuba
6289*,United States Military Academy Band,S,Band
6289*,"Messenger, MaryKay",A,Vocalist
6289*,"Cole, Alexis",A,Vocalist
6289*,"Ellis, Kenny",A,Special Guest
11744*,New York Philharmonic Principal Brass Quintet,S,Brass Quintet
11744*,"Smith, Philip",A,Trumpet
11744*,"Bensdorf, Ethan",A,Trumpet
11744*,"Myers, Philip",A,French Horn
11744*,"Alessi, Joseph",A,Trombone
11744*,"Baer, Alan",A,Tuba
11744*,United States Military Academy Band,S,Band
11744*,"Messenger, MaryKay",A,Vocalist
11744*,"Cole, Alexis",A,Vocalist
11744*,"Ellis, Kenny",A,Special Guest
11745*,New York Philharmonic Principal Brass Quintet,S,Brass Quintet
11745*,"Smith, Philip",A,Trumpet
11745*,"Bensdorf, Ethan",A,Trumpet
11745*,"Myers, Philip",A,French Horn
11745*,"Alessi, Joseph",A,Trombone
11745*,"Baer, Alan",A,Tuba
11745*,United States Military Academy Band,S,Band
11745*,"Messenger, MaryKay",A,Vocalist
11745*,"Cole, Alexis",A,Vocalist
11745*,"Ellis, Kenny",A,Special Guest
11746*,New York Philharmonic Principal Brass Quintet,S,Brass Quintet
11746*,"Smith, Philip",A,Trumpet
11746*,"Bensdorf, Ethan",A,Trumpet
11746*,"Myers, Philip",A,French Horn
11746*,"Alessi, Joseph",A,Trombone
11746*,"Baer, Alan",A,Tuba
11746*,United States Military Academy Band,S,Band
11746*,"Messenger, MaryKay",A,Vocalist
11746*,"Cole, Alexis",A,Vocalist
11746*,"Ellis, Kenny",A,Special Guest
11747*,New York Philharmonic Principal Brass Quintet,S,Brass Quintet
11747*,"Smith, Philip",A,Trumpet
11747*,"Bensdorf, Ethan",A,Trumpet
11747*,"Myers, Philip",A,French Horn
11747*,"Alessi, Joseph",A,Trombone
11747*,"Baer, Alan",A,Tuba
11747*,United States Military Academy Band,S,Band
11747*,"Messenger, MaryKay",A,Vocalist
11747*,"Cole, Alexis",A,Vocalist
11747*,"Ellis, Kenny",A,Special Guest
6294*,New York Philharmonic Principal Brass Quintet,S,Brass Quintet
6294*,"Smith, Philip",A,Trumpet
6294*,"Bensdorf, Ethan",A,Trumpet
6294*,"Myers, Philip",A,French Horn
6294*,"Alessi, Joseph",A,Trombone
6294*,"Baer, Alan",A,Tuba
6294*,United States Military Academy Band,S,Band
6294*,"Messenger, MaryKay",A,Vocalist
6294*,"Cole, Alexis",A,Vocalist
6294*,"Ellis, Kenny",A,Special Guest
11748*,New York Philharmonic Principal Brass Quintet,S,Brass Quintet
11748*,"Smith, Philip",A,Trumpet
11748*,"Bensdorf, Ethan",A,Trumpet
11748*,"Myers, Philip",A,French Horn
11748*,"Alessi, Joseph",A,Trombone
11748*,"Baer, Alan",A,Tuba
11748*,United States Military Academy Band,S,Band
11748*,"Messenger, MaryKay",A,Vocalist
11748*,"Cole, Alexis",A,Vocalist
11748*,"Ellis, Kenny",A,Special Guest
646*,"Alessi, Joseph",A,Trombone
646*,"Smith, Philip",A,Trumpet
646*,New York Philharmonic Principal Brass Quintet,S,Brass Quintet
646*,"Bensdorf, Ethan",A,Trumpet
646*,"Myers, Philip",A,French Horn
646*,"Baer, Alan",A,Tuba
11749*,New York Philharmonic Principal Brass Quintet,S,Brass Quintet
11749*,"Smith, Philip",A,Trumpet
11749*,"Bensdorf, Ethan",A,Trumpet
11749*,"Myers, Philip",A,French Horn
11749*,"Alessi, Joseph",A,Trombone
11749*,"Baer, Alan",A,Tuba
11749*,United States Military Academy Band,S,Band
11749*,"Messenger, MaryKay",A,Vocalist
11749*,"Cole, Alexis",A,Vocalist
11749*,"Ellis, Kenny",A,Special Guest
11750*,New York Philharmonic Principal Brass Quintet,S,Brass Quintet
11750*,"Smith, Philip",A,Trumpet
11750*,"Bensdorf, Ethan",A,Trumpet
11750*,"Myers, Philip",A,French Horn
11750*,"Alessi, Joseph",A,Trombone
11750*,"Baer, Alan",A,Tuba
11750*,United States Military Academy Band,S,Band
11750*,"Messenger, MaryKay",A,Vocalist
11750*,"Cole, Alexis",A,Vocalist
11750*,"Ellis, Kenny",A,Special Guest
9113*,New York Philharmonic Principal Brass Quintet,S,Brass Quintet
9113*,"Smith, Philip",A,Trumpet
9113*,"Bensdorf, Ethan",A,Trumpet
9113*,"Myers, Philip",A,French Horn
9113*,"Alessi, Joseph",A,Trombone
9113*,"Baer, Alan",A,Tuba
9113*,United States Military Academy Band,S,Band
9113*,"Messenger, MaryKay",A,Vocalist
9113*,"Cole, Alexis",A,Vocalist
9113*,"Ellis, Kenny",A,Special Guest
11751*,New York Philharmonic Principal Brass Quintet,S,Brass Quintet
11751*,"Smith, Philip",A,Trumpet
11751*,"Bensdorf, Ethan",A,Trumpet
11751*,"Myers, Philip",A,French Horn
11751*,"Alessi, Joseph",A,Trombone
11751*,"Baer, Alan",A,Tuba
11751*,United States Military Academy Band,S,Band
11751*,"Messenger, MaryKay",A,Vocalist
11751*,"Cole, Alexis",A,Vocalist
11751*,"Ellis, Kenny",A,Special Guest
9057*,New York Philharmonic Principal Brass Quintet,S,Brass Quintet
9057*,"Smith, Philip",A,Trumpet
9057*,"Bensdorf, Ethan",A,Trumpet
9057*,"Myers, Philip",A,French Horn
9057*,"Alessi, Joseph",A,Trombone
9057*,"Baer, Alan",A,Tuba
9057*,United States Military Academy Band,S,Band
9057*,"Messenger, MaryKay",A,Vocalist
9057*,"Cole, Alexis",A,Vocalist
9057*,"Ellis, Kenny",A,Special Guest
11752*,New York Philharmonic Principal Brass Quintet,S,Brass Quintet
11752*,"Smith, Philip",A,Trumpet
11752*,"Bensdorf, Ethan",A,Trumpet
11752*,"Myers, Philip",A,French Horn
11752*,"Alessi, Joseph",A,Trombone
11752*,"Baer, Alan",A,Tuba
11752*,United States Military Academy Band,S,Band
11752*,"Messenger, MaryKay",A,Vocalist
11752*,"Cole, Alexis",A,Vocalist
11752*,"Ellis, Kenny",A,Special Guest
11753*,New York Philharmonic Principal Brass Quintet,S,Brass Quintet
11753*,"Smith, Philip",A,Trumpet
11753*,"Bensdorf, Ethan",A,Trumpet
11753*,"Myers, Philip",A,French Horn
11753*,"Alessi, Joseph",A,Trombone
11753*,"Baer, Alan",A,Tuba
11753*,United States Military Academy Band,S,Band
11753*,"Messenger, MaryKay",A,Vocalist
11753*,"Cole, Alexis",A,Vocalist
11753*,"Ellis, Kenny",A,Special Guest
11754*,New York Philharmonic Principal Brass Quintet,S,Brass Quintet
11754*,"Smith, Philip",A,Trumpet
11754*,"Bensdorf, Ethan",A,Trumpet
11754*,"Myers, Philip",A,French Horn
11754*,"Alessi, Joseph",A,Trombone
11754*,"Baer, Alan",A,Tuba
11754*,United States Military Academy Band,S,Band
11754*,"Messenger, MaryKay",A,Vocalist
11754*,"Cole, Alexis",A,Vocalist
11754*,"Ellis, Kenny",A,Special Guest
53976*61,"Gauvin, Karina",S,Soprano
53976*61,"Lemieux, Marie-Nicole",S,Contralto
53976*61,"Lichdi, Tilman",S,Tenor
53976*61,"Foster-Williams, Andrew",S,Bass-Baritone
53976*61,New York Choral Artists,S,Chorus
53976*61,"Brey, Carter",A,Cello
53976*61,"Levinson, Eugene",A,Contrabass
53976*61,"Laskowski, Kim",A,Bassoon
53976*61,"Smith, Thomas V.",A,Trumpet
53976*61,"Party, Lionel",A,Harpsichord
53976*61,"Tritle, Kent",A,Organ
53976*61,"Gauvin, Karina",S,Soprano
53976*61,"Lemieux, Marie-Nicole",S,Contralto
53976*61,"Lichdi, Tilman",S,Tenor
53976*61,"Foster-Williams, Andrew",S,Bass-Baritone
53976*61,New York Choral Artists,S,Chorus
53976*61,"Brey, Carter",A,Cello
53976*61,"Levinson, Eugene",A,Contrabass
53976*61,"Laskowski, Kim",A,Bassoon
53976*61,"Smith, Thomas V.",A,Trumpet
53976*61,"Party, Lionel",A,Harpsichord
53976*61,"Tritle, Kent",A,Organ
53976*61,"Gauvin, Karina",S,Soprano
53976*61,"Lemieux, Marie-Nicole",S,Contralto
53976*61,"Lichdi, Tilman",S,Tenor
53976*61,"Foster-Williams, Andrew",S,Bass-Baritone
53976*61,New York Choral Artists,S,Chorus
53976*61,"Brey, Carter",A,Cello
53976*61,"Levinson, Eugene",A,Contrabass
53976*61,"Laskowski, Kim",A,Bassoon
53976*61,"Smith, Thomas V.",A,Trumpet
53976*61,"Party, Lionel",A,Harpsichord
53976*61,"Tritle, Kent",A,Organ
53976*61,"Gauvin, Karina",S,Soprano
53976*61,"Lemieux, Marie-Nicole",S,Contralto
53976*61,"Lichdi, Tilman",S,Tenor
53976*61,"Foster-Williams, Andrew",S,Bass-Baritone
53976*61,New York Choral Artists,S,Chorus
53976*61,"Brey, Carter",A,Cello
53976*61,"Levinson, Eugene",A,Contrabass
53976*61,"Laskowski, Kim",A,Bassoon
53976*61,"Smith, Thomas V.",A,Trumpet
53976*61,"Party, Lionel",A,Harpsichord
53976*61,"Tritle, Kent",A,Organ
53976*61,"Gauvin, Karina",S,Soprano
53976*61,"Lemieux, Marie-Nicole",S,Contralto
53976*61,"Lichdi, Tilman",S,Tenor
53976*61,"Foster-Williams, Andrew",S,Bass-Baritone
53976*61,New York Choral Artists,S,Chorus
53976*61,"Brey, Carter",A,Cello
53976*61,"Levinson, Eugene",A,Contrabass
53976*61,"Laskowski, Kim",A,Bassoon
53976*61,"Smith, Thomas V.",A,Trumpet
53976*61,"Party, Lionel",A,Harpsichord
53976*61,"Tritle, Kent",A,Organ
853*,"Staples, Sheryl",S,Violin
853*,"Kim, Michelle",S,Violin
853*,"Ginsberg, Marc",S,Violin
853*,"Kim, Lisa",S,Violin
853*,"Bordignon, Paolo",A,Harpsichord
853*,"Brey, Carter",A,Cello
853*,"Staples, Sheryl",S,Violin
853*,"Kim, Michelle",S,Violin
853*,"Ginsberg, Marc",S,Violin
853*,"Kim, Lisa",S,Violin
853*,"Bordignon, Paolo",A,Harpsichord
853*,"Brey, Carter",A,Cello
853*,"Staples, Sheryl",S,Violin
853*,"Kim, Michelle",S,Violin
853*,"Ginsberg, Marc",S,Violin
853*,"Kim, Lisa",S,Violin
853*,"Bordignon, Paolo",A,Harpsichord
853*,"Brey, Carter",A,Cello
54106*,"Lang, Lang",S,Piano
1587*,"Avdeeva, Yulianna",S,Piano
5895*4,"Avdeeva, Yulianna",S,Piano
11812*,"Hampson, Thomas",A,Speaker
11812*,"Rutenberg, Craig",A,Piano
52637*,"Hampson, Thomas",S,Baritone
10858*,"Ades [Adès], Thomas",A,Piano
10858*,"Rosner, Tal",S,Video Artist
52637*,"Hampson, Thomas",S,Baritone
10858*,"Ades [Adès], Thomas",A,Piano
10858*,"Rosner, Tal",S,Video Artist
52637*,"Hampson, Thomas",S,Baritone
10858*,"Ades [Adès], Thomas",A,Piano
10858*,"Rosner, Tal",S,Video Artist
2579*,"Bronfman, Yefim",S,Piano
2579*,"Bronfman, Yefim",S,Piano
2579*,"Bronfman, Yefim",S,Piano
51091*1,"Goosby, Randall",S,Violin
7630*,"Ham, Hae-Young",A,Violin
7630*,"Kudo, Sumire",A,Cello
7630*,"Beck, Steven",A,Piano
4214*,"Simon, Fiona",A,Violin
4214*,"Yamada, Sharon",A,Violin
4214*,"Rinehart, Robert",A,Viola
4214*,"Dyson, Elizabeth",A,Cello
4217*,"Simon, Fiona",A,Violin
4217*,"Lu, Kuan Cheng",A,Violin
4217*,"Nelson, Judith",A,Viola
4217*,"Yeh, Ru-Pei",A,Cello
1389*,"Lupu, Radu",S,Piano
1389*,"Lupu, Radu",S,Piano
1389*,"Lupu, Radu",S,Piano
6295*,"Simon, Fiona",S,Violin
6295*,"Nelson, Judith",S,Viola
6295*,"Tu, Qiang",A,Cello
6295*,"Okamoto, Satoshi",A,Contrabass
6295*,"Yamada, Sharon",A,Violin
6295*,"Allen, Nancy",S,Harp
6743*,"Young, Rebecca",S,Host
508*2,"Simon, Fiona",S,Violin
508*2,"Nelson, Judith",S,Viola
508*2,"Tu, Qiang",A,Cello
508*2,"Okamoto, Satoshi",A,Contrabass
508*2,"Yamada, Sharon",A,Violin
508*2,"Allen, Nancy",S,Harp
3804*1,"Simon, Fiona",S,Violin
3804*1,"Nelson, Judith",S,Viola
3804*1,"Tu, Qiang",A,Cello
3804*1,"Schoevaert, Marion",A,Production Design
3804*1,"Yamada, Sharon",A,Violin
3804*1,"Rence, Dorian",S,Writer/Narrator
3804*2,"Simon, Fiona",S,Violin
3804*2,"Nelson, Judith",S,Viola
3804*2,"Yamada, Sharon",A,Violin
3804*2,"Tu, Qiang",A,Cello
3804*2,"Schoevaert, Marion",A,Production Design
3804*2,"Rence, Dorian",S,Writer/Narrator
7433*,"Kim, Lisa",A,Violin
7433*,"Rinehart, Robert",A,Viola
2491*,"Kim, Lisa",A,Violin
2491*,"Lee, Hyunju",A,Violin
2491*,"Rinehart, Robert",A,Viola
1855*,"Mattila, Karita",S,Soprano
5514*,"Mattila, Karita",S,Soprano
5522*,"Mattila, Karita",S,Soprano
8630*,"Mattila, Karita",S,Soprano
1855*,"Mattila, Karita",S,Soprano
5514*,"Mattila, Karita",S,Soprano
5522*,"Mattila, Karita",S,Soprano
8630*,"Mattila, Karita",S,Soprano
1855*,"Mattila, Karita",S,Soprano
5514*,"Mattila, Karita",S,Soprano
5522*,"Mattila, Karita",S,Soprano
8630*,"Mattila, Karita",S,Soprano
2908*,"Staples, Sheryl",A,Violin
2908*,"Kim, Michelle",A,Violin
2908*,"Rinehart, Robert",A,Viola
2908*,"Yeh, Ru-Pei",A,Cello
2908*,"Okamoto, Satoshi",A,Contrabass
2908*,"Myers, Philip",A,French Horn
2908*,"Wall, Howard",A,French Horn
1855*,"Mattila, Karita",S,Soprano
5514*,"Mattila, Karita",S,Soprano
5522*,"Mattila, Karita",S,Soprano
8630*,"Mattila, Karita",S,Soprano
6113*,"Mattila, Karita",S,Soprano
2473*,"Lee, Hyunju",A,Violin
2473*,"Kim, Lisa",S,Violin
2473*,"Kamath, Vivek",A,Viola
2491*,"Lee, Hyunju",A,Violin
2491*,"Kim, Lisa",S,Violin
2491*,"Kamath, Vivek",A,Viola
5980*1,"Menzel, Idina",S,Singer
5984*1,"Menzel, Idina",S,Singer
5985*1,"Menzel, Idina",S,Singer
5986*,"Menzel, Idina",S,Singer
5989*1,"Menzel, Idina",S,Singer
5989*2,"Menzel, Idina",S,Singer
5995*,"Menzel, Idina",S,Singer
6021*1,"Menzel, Idina",S,Singer
5996*,"Menzel, Idina",S,Singer
6012*1,"Menzel, Idina",S,Singer
6013*,"Menzel, Idina",S,Singer
6016*,"Menzel, Idina",S,Singer
5984*2,"Menzel, Idina",S,Singer
5984*3,"Menzel, Idina",S,Singer
7552*3,"Menzel, Idina",S,Singer
6020*1,"Menzel, Idina",S,Singer
6234*,"Brey, Carter",A,Cello
6234*,"Friedman, Donna Weng",A,Piano
6243*,"Brey, Carter",A,Cello
6243*,"Friedman, Donna Weng",A,Piano
7747*,"Brey, Carter",A,Cello
4482*,"Brey, Carter",A,Cello
4482*,"Friedman, Donna Weng",A,Piano
1847*,"Biss, Jonathan",S,Piano
1847*,"Biss, Jonathan",S,Piano
1847*,"Biss, Jonathan",S,Piano
1926*,"Biss, Jonathan",A,Piano
1926*,"Wang, Liang",A,Oboe
1926*,"Nuccio, Mark",A,Clarinet
1926*,"LeClair, Judith",A,Bassoon
1926*,"Myers, Philip",A,French Horn
1847*,"Biss, Jonathan",S,Piano
9001*13,"Domingo, Placido",S,Tenor
6119*,"Domingo, Placido",S,Tenor
8982*6,"Yoncheva, Sonya",S,Soprano
8982*10,"Domingo, Placido",S,Tenor
10680*,"Yoncheva, Sonya",S,Soprano
6115*1,"Domingo, Placido",S,Tenor
2670*1,"Yoncheva, Sonya",S,Soprano
228*1,"Domingo, Placido",S,Tenor
6309*4,"Yoncheva, Sonya",S,Soprano
3924*14,"Pomares, Nuria",S,Bailaora [Flamenco Dancer]
389*,"Domingo, Placido",S,Tenor
5596*,"Domingo, Placido",S,Tenor
5596*,"Pomares, Nuria",S,Bailaora [Flamenco Dancer]
9195*7,"Domingo, Placido",S,Tenor
9195*7,"Yoncheva, Sonya",S,Soprano
50427*,"Marsalis, Branford",S,Alto Saxophone
3080*,"Marsalis, Branford",S,Alto Saxophone
6135*1,"Marsalis, Branford",S,Alto Saxophone
6135*1,"Grossman, David J.",A,Contrabass
6135*1,"Ratajczak, David",A,Trap Set
50427*,"Marsalis, Branford",S,Alto Saxophone
3080*,"Marsalis, Branford",S,Alto Saxophone
6135*1,"Marsalis, Branford",S,Alto Saxophone
6135*1,"Grossman, David J.",A,Contrabass
6135*1,"Ratajczak, David",A,Trap Set
50427*,"Marsalis, Branford",S,Alto Saxophone
3080*,"Marsalis, Branford",S,Alto Saxophone
6135*1,"Marsalis, Branford",S,Alto Saxophone
6135*1,"Grossman, David J.",A,Contrabass
6135*1,"Ratajczak, David",A,Trap Set
50427*,"Marsalis, Branford",S,Alto Saxophone
3080*,"Marsalis, Branford",S,Alto Saxophone
6135*1,"Marsalis, Branford",S,Alto Saxophone
6135*1,"Grossman, David J.",A,Contrabass
6135*1,"Ratajczak, David",A,Trap Set
2629*,"Kim, Michelle",A,Violin
2629*,"Ham, Hae-Young",A,Violin
2629*,"Rinehart, Robert",A,Viola
2629*,"Yeh, Ru-Pei",A,Cello
4259*,"Kim, Michelle",A,Violin
4259*,"Ham, Hae-Young",A,Violin
4259*,"Rinehart, Robert",A,Viola
4259*,"Yeh, Ru-Pei",A,Cello
51924*,"Jansen, Janine",S,Violin
51924*,"Jansen, Janine",S,Violin
51924*,"Jansen, Janine",S,Violin
51924*,"Jansen, Janine",S,Violin
4174*,"Young, Rebecca",A,Viola
4174*,"Grossman, David J.",A,Contrabass
4218*,"Kaufman, Mindy",A,Flute
4218*,"Greene, Katherine",A,Viola
4218*,"Blossom, William",A,Contrabass
4218*,"Allen, Nancy",A,Harp
2473*,"Kim, Lisa",A,Trombone
2473*,"Lee, Hyunju",A,Contrabass
2473*,"Rinehart, Robert",A,Viola
4239*,"Ziskel, Yulia",A,Violin
4239*,"Yeh, Ru-Pei",A,Cello
4239*,"Huang, Helen",A,Piano
1132*,"Kim, Michelle",A,Violin
1132*,"Hochman, Benjamin",A,Piano
1132*,"Moon, Eileen",A,Cello
2669*,"Kim, Michelle",A,Violin
2669*,"Myers, Philip",A,French Horn
2669*,"Hochman, Benjamin",A,Piano
2893*,"Dicterow, Glenn",S,Violin
54089*,"Milne, Lisa",S,Soprano
2893*,"Dicterow, Glenn",S,Violin
54089*,"Milne, Lisa",S,Soprano
2893*,"Dicterow, Glenn",S,Violin
54089*,"Milne, Lisa",S,Soprano
5866*,"Kim, Lisa",A,Violin
5866*,"Rinehart, Robert",A,Viola
5656*,"Kim, Lisa",A,Violin
5656*,"Rinehart, Robert",A,Viola
5656*,"Moon, Eileen",A,Cello
10863*,"Formenti, Marino",S,Piano
10863*,"Formenti, Marino",S,Piano
10863*,"Formenti, Marino",S,Piano
10863*,"Formenti, Marino",S,Piano
51692*,"DeYoung, Michelle",S,Mezzo-Soprano
51692*,"Bretz, Gábor",S,Bass
51692*,"Easton, Richard",S,"Speaker, Male"
51692*,"DeYoung, Michelle",S,Mezzo-Soprano
51692*,"Bretz, Gábor",S,Bass
51692*,"Easton, Richard",S,"Speaker, Male"
51692*,"DeYoung, Michelle",S,Mezzo-Soprano
51692*,"Bretz, Gábor",S,Bass
51692*,"Easton, Richard",S,"Speaker, Male"
937*11,"O'Hara, Kelli",S,Soprano
937*11,"Gunn, Nathan",S,Baritone
604*3,"O'Hara, Kelli",S,Soprano
604*3,"Gunn, Nathan",S,Baritone
10871*4,"O'Hara, Kelli",S,Soprano
10871*4,"Gunn, Nathan",S,Baritone
10871*2,"O'Hara, Kelli",S,Soprano
10871*1,"Gunn, Nathan",S,Baritone
10871*7,"O'Hara, Kelli",S,Soprano
10871*7,"Gunn, Nathan",S,Baritone
6125*1,"Gunn, Nathan",S,Baritone
4543*3,"O'Hara, Kelli",S,Soprano
8053*20,"Gunn, Nathan",S,Baritone
8053*9,"O'Hara, Kelli",S,Soprano
7693*8,"O'Hara, Kelli",S,Soprano
7693*8,"Gunn, Nathan",S,Baritone
7693*7,"Gunn, Nathan",S,Baritone
7599*11,"O'Hara, Kelli",S,Soprano
9195*7,"O'Hara, Kelli",S,Soprano
9195*7,"Gunn, Nathan",S,Baritone
6120*1,"O'Hara, Kelli",S,Soprano
6120*1,"Gunn, Nathan",S,Baritone
6976*1,"O'Hara, Kelli",S,Soprano
6976*1,"Gunn, Nathan",S,Baritone
6192*,"Ham, Hae-Young",A,Violin
6192*,"Kamath, Vivek",A,Viola
6192*,"Yeh, Ru-Pei",A,Cello
1800*,"Kim, Michelle",A,Violin
1800*,"Ham, Hae-Young",A,Violin
1800*,"Rinehart, Robert",S,Viola
1800*,"Kamath, Vivek",A,Viola
1800*,"Yeh, Ru-Pei",A,Cello
51684*,"Mustonen, Olli",S,Piano
6186*1,"Mustonen, Olli",S,Piano
8793*,New York Choral Artists,S,Womens Chorus
51684*,"Mustonen, Olli",S,Piano
8793*,New York Choral Artists,S,Womens Chorus
51684*,"Mustonen, Olli",S,Piano
8793*,New York Choral Artists,S,Womens Chorus
53495*,"Smith, Philip",A,Trumpet
53495*,"Yamada, Sharon",A,Violin
53495*,"Lee, Hyunju",A,Violin
53495*,"Kenote, Peter",A,Viola
53495*,"Bartlett, Eric",A,Cello
53495*,"Okamoto, Satoshi",A,Piano
53495*,"Bordignon, Paolo",A,Harpsichord
53495*,"Kenote, Rebekah Rae",A,Soprano
4227*,"Alessi, Joseph",A,Trombone
4227*,"Grossman, David J.",A,Contrabass
6336*,"Rabinova, Anna",A,Violin
6336*,"Sun, Na",A,Violin
6336*,"Breslaw, Irene",A,Viola
6336*,"Tu, Qiang",A,Cello
6336*,"Myers, Philip",A,French Horn
6336*,"Wall, Howard",A,French Horn
1800*,"Kwon, Soohyun",A,Violin
1800*,"Ba, Duoming",A,Violin
1800*,"Breslaw, Irene",A,Viola
1800*,"Hannay, Dawn",A,Viola
1800*,"Yu, Wei",A,Cello
11812*,"Barrett, Michael",A,Speaker
11812*,"Blazer, Judy",A,Singer
11812*,"Breitzer, Joshua",A,Singer
10866*,"Mutter, Anne-Sophie",S,Violin
10866*,"Mutter, Anne-Sophie",S,Violin
10866*,"Mutter, Anne-Sophie",S,Violin
8067*,"Alexander, Adam",S,Baritone
53147*4,"Lee, Anna",S,Violin
5656*,"Mutter, Anne-Sophie",A,Violin
5656*,"Phelps, Cynthia",A,Viola
5656*,"Brey, Carter",A,Cello
6184*,"Mutter, Anne-Sophie",A,Violin
6184*,"Patkolo, Roman",A,Contrabass
6173*,"Mutter, Anne-Sophie",A,Violin
6173*,"Patkolo, Roman",A,Contrabass
52537*,"Mutter, Anne-Sophie",A,Violin
52537*,"Staples, Sheryl",A,Violin
52537*,"Kim, Michelle",A,Violin
52537*,"Kim, Lisa",A,Violin
52537*,"Phelps, Cynthia",A,Viola
52537*,"Young, Rebecca",A,Viola
52537*,"Brey, Carter",A,Cello
52537*,"Moon, Eileen",A,Cello
1867*2,"Mutter, Anne-Sophie",A,Violin
1867*2,"Staples, Sheryl",A,Violin
1867*2,"Kim, Michelle",A,Violin
1867*2,"Kim, Lisa",A,Violin
1867*2,"Phelps, Cynthia",A,Viola
1867*2,"Young, Rebecca",A,Viola
1867*2,"Brey, Carter",A,Cello
1867*2,"Moon, Eileen",A,Cello
1867*2,"Patkolo, Roman",A,Contrabass
6200*,"Blazer, Judy",S,Singer
6204*1,"Widmann-Levy, Ronit",S,Singer
6204*3,"Brancoveanu, Eugene",S,Singer
6205*1,"Widmann-Levy, Ronit",S,Singer
6205*1,"Brancoveanu, Eugene",S,Singer
6206*1,"Hensley, Shuler",S,Singer
6208*1,"Blazer, Judy",S,Singer
6208*1,"Hensley, Shuler",S,Singer
6208*1,"Widmann-Levy, Ronit",S,Singer
6208*1,"Brancoveanu, Eugene",S,Singer
6208*2,"Blazer, Judy",S,Singer
6208*2,"Hensley, Shuler",S,Singer
6208*2,"Widmann-Levy, Ronit",S,Singer
6208*2,"Brancoveanu, Eugene",S,Singer
6208*3,"Blazer, Judy",S,Singer
6208*3,"Hensley, Shuler",S,Singer
6208*3,"Widmann-Levy, Ronit",S,Singer
6208*3,"Brancoveanu, Eugene",S,Singer
6208*1,"Blazer, Judy",S,Singer
6208*1,"Hensley, Shuler",S,Singer
6208*1,"Widmann-Levy, Ronit",S,Singer
6208*1,"Brancoveanu, Eugene",S,Singer
6208*2,"Blazer, Judy",S,Singer
6208*2,"Hensley, Shuler",S,Singer
6208*2,"Widmann-Levy, Ronit",S,Singer
6208*2,"Brancoveanu, Eugene",S,Singer
6208*3,"Blazer, Judy",S,Singer
6208*3,"Hensley, Shuler",S,Singer
6208*3,"Widmann-Levy, Ronit",S,Singer
6208*3,"Brancoveanu, Eugene",S,Singer
6211*,"Blazer, Judy",S,Singer
6216*,"Thomas, Michael Tilson",None,None
6193*2,"Blazer, Judy",S,Singer
6210*1,"Hensley, Shuler",S,Singer
6210*1,"Brancoveanu, Eugene",S,Singer
6196*1,"Brancoveanu, Eugene",S,Singer
6200*,"Blazer, Judy",S,Singer
6204*1,"Widmann-Levy, Ronit",S,Singer
6204*3,"Brancoveanu, Eugene",S,Singer
6205*1,"Widmann-Levy, Ronit",S,Singer
6205*1,"Brancoveanu, Eugene",S,Singer
